Famille d'origine;Planet;People;Prosperity;RECOMMANDATION;CRITERES;JUSTIFICATIONS;Etape Cycle de Vie;incontournables;Indicateurs;X;Y;Priorite;Recurrence;Use Case
ARCHITECTURE;B;C;B;Anticiper l'exploitation des services;Des sondes existent-elles pour mesurer en production la consommation reelle du code et permettre un dimensionnement au plus juste ?e;En l'absence de metriques fiables, le dimensionnement des composants physiques est base sur des estimations qui peuvent ne pas etre adaptees aux cas d'usages reels. Ces metriques doivent ensuite etre exploitees suivant 2 principes : ajuster les dimensionnements, et identifier les surconsommations qui doivent systematiquement faire l'objet d'une revue pour les traiter.;Administration;;;;;High;Periodic;Gestion de configuration
ARCHITECTURE;A;C;B;Anticiper l'exploitation des services;Est-ce que l'hebergement des applications est densifie?;L'adaptation des ressources techniques et leurs utilisations doivent etre suivies par rapport e la somme des ressources virtuelles allouees et consommees par les applicatifs. Certaines technologies (Virtualisation) permettent d'allouer plusieurs composants virtuels sur le meme composant physique afin d'augmenter la densite des solutions d'hebergement.;Deploiement;;(X / Y ) * 100;"Formalises = 100 ; prevus = 75 ; Identifies = 50 ; Non = 0";100;Medium;OnUpdate;Le dossier technique identifie les besoins de ressources techniques et les solutions d'optimisation de ces ressources (virtualisation, container, ...)
ARCHITECTURE;A;B;A;Anticiper l'exploitation des services;Est-ce que les environnements autres que production (DEV, QA, ...) sont eteints ou decommissionnes en dehors des plages d'usage (la nuit, en dehors des periodes de tests)?;En dehors de la production, qui peut avoir une exigence de disponibilite 24/7, les autres environnements (tests, integration, recette) sont le plus souvent lies e des operations humaines soumises e des plages horaires restreintes, voire e des periodes limitees. Lorsque les environnements ne sont pas utilises, ils ne doivent pas etre actifs afin de reduire les consommations energetiques de ces configurations. Ils doivent etre decommissionnes lorsqu'aucune utilisation ulterieure n'est envisagee sur une longue periode.;Administration;INCONTOURNABLE;(X / Y ) * 100;"Formalises = 100 ; prevus = 75 ; Identifies = 50 ; Non = 0";100;Low;Periodic;Le dossier technique des equipements prend en compte les periodes d'utilisation et les regles d'extinction / decommissionnement.
ARCHITECTURE;A;B;A;Anticiper l'exploitation des services;Est-ce que les environnements de production non sollicites en dehors des pics de charge sont eteints ou decommissionnes?;Les securisations de service mettent en oeuvre des solutions de distribution de charge. Les environnements sont dimensionnes par rapport aux pics d'utilisation estimes, le plus souvent saisonniers. Ces replications de serveurs lorsqu'ils restent actifs prennent des charges alors qu'un environnement plus reduit serait parfaitement en mesure de traiter l'integralite du trafic. Plus le nombre d'instances serveurs est faible, plus l'impact environnemental est reduit. La remise en ligne d'un replicat etant une operation peu complexe et parfaitement maetrisee, il n'y a aucun benefice e maintenir des images de serveurs 11 mois par an, si le pic de charge n'est vraiment present que pendant 1 mois.;Administration;;(X / Y ) * 100;"Formalises = 100 ; prevus = 75 ; Identifies = 50 ; Non = 0";100;High;Periodic;La gestion de configuration permet de preciser les regles de provisionnemnent / de-provisionnement en fonction de seuils
ARCHITECTURE;B;B;A;Anticiper l'exploitation des services;Les definitions des SLA et QoS pour chacune des fonctions de l'architecture applicative sont-elles specifiees en accord avec les usages metiers ?;L'etat de l'art de l'IT tend e fiabiliser tous les composants de la meme maniere et de porter e l'excellence dans les domaines de disponibilite et qualite de service. Les besoins metiers pourraient dans certains cas ou pour certaines fonctionnalites se satisfaire de contraintes plus legeres. Lorsque les metiers et les usages ne sont pas consultes, l'IT se securise en outrepassant les attentes plutet que prendre le risque d'etre mis en cause.;Deploiement;;(X / Y ) * 100;"Formalises = 100 ; prevus = 75 ; Identifies = 50 ; Non = 0";100;High;Once;Projet
ARCHITECTURE;A;B;A;Anticiper l'exploitation des services;Le service numerique reste-t-il efficace pendant toute sa duree de vie effective ?;Les evolutions techniques et les corrections d'anomalies sont nombreuses au cours de la duree d'utilisation d'un service numerique, celui-ci doit pouvoir rester fonctionnel sans necessiter de nouvelles installations plus gourmandes en ressources.;Deploiement;;(X / Y ) * 100;"Formalises = 100 ; prevus = 75 ; Identifies = 50 ; Non = 0";100;High;Once;Projet
ARCHITECTURE;B;B;B;Gerer la vie des donnees;Est ce que les contraintes legales liees e la persistance des donnees ont ete analysees et les regles et delais d'oubli specifies ? La duree de vie des donnees a-t-elle fait l'objet d'une etude approfondie ? Les durees legales ont-elle ete analysees ?;La reglementation impose de maetriser le cycle de vie des donnees pour certaines categories (donnees personnelles encadrees par le RGPD), les autres categories de donnees ne sont pas prises en compte, ce qui conduit e accumuler les donnees sans prendre en compte les delais de peremption, ce qui introduit un accroissement permanent de la volumetrie de donnees, des volumes de sauvegardes, de ressources consommees par les acces aux donnees. Au fil du temps, le niveau de precision des donnees perd de son importance ce qui doit conduire e reduire la volumetrie dans la phase precedant le retrait pur et simple.;Fin de Vie;;(X / Y ) * 100;"Formalises = 100 ; prevus = 75 ; Identifies = 50 ; Non = 0";100;High;Periodic;Analyse de risques
ARCHITECTURE;A;B;A;Gerer la vie des donnees;Est-ce que la strategie de stockage minimise les infrastructures ou la duplication des donnees par rapport e leur criticite ?;Le volume occupe par une donnee est impactant pour la consommation energetique du support de stockage, par l'espace occupe sur les supports physiques qui sont ajoutes au fur et e mesure de leurs remplissages, par la consommation de ressources de manipulation des donnees, par les jeux de sauvegardes, par les elements de securisations et duplications. Tous les leviers actives sur l'un de ces aspects reduisent l'impact environnemental des donnees indispensables au service.;Deploiement;;(X / Y ) * 100;"Formalises = 100 ; prevus = 75 ; Identifies = 50 ; Non = 0";100;High;Once;Le dossier technique determine les sensibilites des donnees et le mode de redondance e appliquer pour assurer la disponibilite requise
ARCHITECTURE;C;A;B;Gerer la vie des donnees;Les donnees hors production sont-elles anonymisees et la volumetrie reduite pour obtenir un echantillon representatif de la production ?;La precision et concision des donnees du jeu de test permet de reduire les impacts des phases de developpement, test / Q&A avec une volumetrie reduite. Et d'autre part de valider la definition et la couverture des cas de test ce qui participe e la qualite finale du logiciel. Les donnees de test sont visibles, manipulees hors des contraintes de securite de la production, elles sont donc moins bien protegees et ne doivent en aucun etre une source de fuite d'information qui pourrait porter prejudice aux utilisateurs reels du service.e;Deploiement;;(X / Y ) * 100;"Formalises = 100 ; prevus = 75 ; Identifies = 50 ; Non = 0";100;Low;Periodic;Dossier technique
ARCHITECTURE;B;B;B;Gerer la vie des donnees;La frequence d'actualisation des donnees est-elle determinee par rapport aux attentes des utilisateurs ?e;La mise e jour de donnees complexes en temps reel met en oeuvre des processus lourds, ces operations doivent etre adaptees aux besoins des utilisateurs. Si elles peuvent etre deportees e des moments de charge plus reduite, la consommation de ressources techniques sera reduite.;Utilisation;;;;;;;
ARCHITECTURE;B;A;A;Gerer la vie des donnees;Les responsabilites du point de vue RGPD (ou cadre local dans d'autres pays : privacy Act par exemple) avec les prestataires sont-elles clairement definies ?;La reglementation impose une connaissance affirmee de tous les prestataires en contact avec des donnees personnelles. Les donnees hors du cadre RGPD ne sont pas soumises e ce traeage. Les donnees indispensables au fonctionnement d'un service numerique ont toutes une importance du point de vue humain ou business. La pratique RGPD fait ses preuves pour une categorie de donnees, la generalisation du principe e toutes les donnees permet d'augmenter la coherence de traitement de tout le patrimoine d'une organisation;Utilisation;;;;;;;
ARCHITECTURE;A;B;A;Contreler et mesurer les impacts;Est ce qu'un modele mettant en relation les ressources CPU/RAM/disques et les indicateurs physiques (consommation electrique, eau, ...) est utilise ?;Chaque element physique genere un impact, qu'il soit energetique ou sur la consommation de ressources naturelles. Certains indicateurs sont deje etablis et doivent servir de base pour l'evaluation d'impact.;Administration;;(X / Y ) * 100;"Formalises = 100 ; prevus = 75 ; Identifies = 50 ; Non = 0";100;High;Periodic;Le suivi de production met en oeuvre des indicateurs d'utilisation des ressources techniques
ARCHITECTURE;A;B;A;Contreler et mesurer les impacts;Est ce que l'ensemble des composants techniques sont evalues selon les criteres eco-responsables?;?;Acquisition;;;;;;;
ARCHITECTURE;A;B;A;Contreler et mesurer les impacts;Des mesures d'impact des services numeriques ont-elle ete mises en place sur le service ?;Chaque element physique ou logiciel genere un impact, qu'il soit energetique ou sur la consommation de ressources naturelles. Certains indicateurs sont deje etablis et doivent servir de base pour l'evaluation d'impact.;Administration;;(X / Y ) * 100;"Formalises = 100 ; prevus = 75 ; Identifies = 50 ; Non = 0";100;Medium;Periodic;L'analyse d'impact determne les actions de reduction des impacts avec les acteurs concernes
ARCHITECTURE;A;C;B;Contreler et mesurer les impacts;Quelles donnees sont consolidees pour etablir la performance environnementale ?;La fiabilite et la pertinence des indicateurs reposent sur la validite des donnees d'entrees. Il est important de s'assurer de cette validite avant de se lancer dans l'exploitation de donnees de performance environnementale.;Administration;;;;;;;
ARCHITECTURE;B;B;B;Limiter les volumetries dans les echanges;Quelle est l'efficience de mon protocole d'echange entre le contenu et le contenant ?e;La distribution des traitements sur des hardwares differents et distants impose des mecanismes de transfert qui peuvent etre e la fois frequents et volumineux. Les gains environnementaux sur ces points peuvent etre traites en reduisant le volume de donnees echangees. Les compressions de donnees requierent des ressources de calcul qui peuvent rendre inefficaces ou penalisantes ces operations.;Acquisition;;;;;High;OnUpdate;Audit de performance
ARCHITECTURE;B;B;B;Limiter les volumetries dans les echanges;Les protocoles de communication mis en oeuvre sont-ils evalues par rapport au ratio entetes/donnees utiles ?;"Les gains environnementaux sur les architectures distribuees peuvent etre traites en ayant un rapport efficace entre les donnees d'encapsulation du protocole d'echange et la ""charge utile"" : payload. Les encapsulations des protocoles requierent des ressources de calcul qui peuvent introduire un surcoet important.";Acquisition;;;;;;;
ARCHITECTURE;C;B;B;Limiter les volumetries dans les echanges;Le protocole de communication choisi est-il situe dans la phase ascendante, stable ou descendante de son utilisation par rapport e des contraintes de performance, de securite, d'obligations legales ?;Les avancees technologiques prennent de plus en plus en compte les aspects NR. Plus le projet technique fournissant les protocoles de communication est avance plus il y aura de chance que les aspects environnementaux soient integres nativement.;Acquisition;;;;;Medium;OnUpdate;Analyse de risque
ARCHITECTURE;A;C;B;Limiter les volumetries dans les echanges;Les alternatives reseau sont-elles evaluees par rapport e la consommation d'energie ?;"Le rapport ARCEP (Octobre 2019 - L'empreinte carbone du numerique) classe les consommations de GES par types de reseaux. Les reseaux filaires ou fibre sont au moins 3 fois plus economes en energie que les reseaux sans fils. La 4G etant l'un des consommateur le plus energivore. Sur les reseaux sans fils, la consommation est tres etroitement liee e la volumetrie des donnees, ce qui est moins vrai sur les reseaux filaires. D'un autre point de vue les composants electroniques du ""sans fils"" sont moins robustes et peuvent entraener plus de besoins de renouvellement. Cces composants etant integres le plus souvent sur les cartes meres des peripheriques, la panne necessite le plus souvent le remplacement de la totalite de l'appareil.";Realisation;;;;;;;
ARCHITECTURE;B;A;A;Limiter les volumetries dans les echanges;La capacite de mon systeme e fonctionner malgre les difficultes de connexion est-il specifie et accepte par les metiers?e;L'inegalite d'acces aux reseaux est un facteur important qui ecarte une partie de la population de l'usage des services numeriques.;Realisation;;;;;;;
ARCHITECTURE;B;B;B;Limiter les volumetries dans les echanges;Un systeme de communication asynchrone existe t-il ?;L'introduction de delais de traitement, notamment dans le cas de couverture reseau de faible qualite, ecarte certains utilisateurs.e;Realisation;;;;;;;
ARCHITECTURE;B;B;A;Limiter les volumetries dans les echanges;L'architecture est-elle modulaire ? Permet-elle de recycler des composants deje developpes pour d'autres projets (authentification, referentiels de donnees, API, etc.) ?;Les efforts d'adaptation aux contraintes environnementales realises et stabilises doivent pouvoir beneficier e l'ensemble des projets de l'organisation. Capitaliser sur les meilleures pratiques deployees est un gage d'efficacite environnementale et operationnelle. La concept modulaire permet aussi de propager rapidement tous les benefices environnementaux qui pourraient etre integres dans un composant, dans le cadre du suivi de l'etat de l'art et des performances environnementales.;Revalorisation;;(X / Y ) * 100;"Formalises = 100 ; prevus = 75 ; Identifies = 50 ; Non = 0";100;High;OnUpdate;Projet / DEV
ARCHITECTURE;B;B;A;Limiter les volumetries dans les echanges;L'architecture est-elle granulaire et les interfaces sont-elles coherentes pour respecter l'independance de chaque entite ?e;La capacite de realiser des assemblages permettant de couvrir l'ensemble des fonctionnalites en utilisant des elements qui ont deje fait l'objet d'adaptations pour reduire les impacts du point de vue NR est une solution efficace.;Revalorisation;;(X / Y ) * 100;"Formalises = 100 ; prevus = 75 ; Identifies = 50 ; Non = 0";100;Medium;OnUpdate;Projet / DEV
ARCHITECTURE;B;A;A;Limiter les volumetries dans les echanges;La capacite de mon reseau e s'adapter dans le temps fait-elle l'objet d'une etude specifique ?e;Les avancees techniques et les progres en matiere de consommation energetique des reseaux doivent pouvoir etre rapidement implementees sans generer de refonte lourde du design logiciel du service.;Administration;;;;;;;
ARCHITECTURE;A;B;B;Limiter les volumetries dans les echanges;Un cache est-il mis en place entre les differents composants du SI pour limiter les echanges sur le reseau, lorsque la nature des donnees le permet ?;La reduction des volumes d'echanges, des operations de calculs, traitements, et acces aux donnees est un axe d'optimisation des consommations de ressources. La mise en place de systemes de cache permet de reduire les coets des operations repetitives. Les mecanismes de cache peuvent etre deployes e differents points de passage dans un service. Plus le cache est proche du demandeur qu'il doit servir, plus le volume de donnees en transit et la longueur du chemin emprunte par les donnees sont faibles. Plus le cache est proche de la source de donnees, plus il peut etre mutualise par un nombre important d'utilisateurs mais les donnees seront tout de meme echangees, seules les operations de traitement et collecte seront reduites.;Utilisation;;(X / Y ) * 100;"Formalises = 100 ; prevus = 75 ; Identifies = 50 ; Non = 0";100;High;OnUpdate;Le dossier technique identifie les caches et la strategie de cache utilisee pour chaque type de flux. Les outils de gestions des caches (purge / desactivation) sont utilises pour valider les performances effectives (ex: CHROME : console /network enable - disable cache)
ARCHITECTURE;A;A;A;Limiter les volumetries dans les echanges;Le choix des fournisseurs prend-il en compte les aspects Numerique Responsable et RSE au meme titre que les donnees de solvabilite ?;La qualification des fournisseurs s'appuie sur des regles de decisions qui permettent de statuer sur la perennite de la relation. Parmi ces regles doivent figurer des elements lies au NR. Ces aspects NR doivent avoir un impact important dans l'evaluation de la solvabilite du fournisseur.;Acquisition;;;;;;;
ARCHITECTURE;A;B;B;Associer les donnees, les flux, les applicatifs et la securite pour permettre leur identification et leur traeabilite;La frugalite des donnees a-t-elle ete integree ?e;La reduction de la volumetrie, notamment des donnees, reduit l'impact du point de vue NR;Conception;;;;;;;
ARCHITECTURE;A;B;B;Associer les donnees, les flux, les applicatifs et la securite pour permettre leur identification et leur traeabilite;Est-ce que l'application minimise les donnees devant etre echangees avec d'autres applications ou les utilisateurs avec l'utilisation d'une matrice de flux ?;Dans les usages de services numeriques les echanges de donnees sont e la fois indispensables mais generent une consommation importante de ressources. La reduction des besoins d'echanges au strict minimum diminue l'impact de ces echanges. Seule la vue globale des flux avec leurs sources, destinations et objectifs permet de qualifier la necessite et d'accepter l'impact des consommations qu'ils generent.;Conception;;(X / Y ) * 100;"Formalises = 100 ; prevus = 75 ; Identifies = 50 ; Non = 0";100;High;OnUpdate;Une matrice de flux est formalisee
ARCHITECTURE;B;B;B;Associer les donnees, les flux, les applicatifs et la securite pour permettre leur identification et leur traeabilite;Chaque composant deploye est-il qualifie du point de vue de sa duree de vie, et les procedures de deprovisonnement sont-elles systematiquement exprimees ?;Toutes les ressources d'un composant doivent etre gerees et une duree de vie, un processus de retrait doit etre mis en place. Ces elements doivent aussi prendre en compte les traitements recurrents (batch, CRON, ..), les donnees et les sauvegardes. Le maintien ou l'oubli sur des systemes en production de composants inactifs est e la fois un gaspillage de ressources, mais aussi une fragilite dans la securite.;Fin de Vie;INCONTOURNABLE;(X / Y ) * 100;"Formalises = 100 ; prevus = 75 ; Identifies = 50 ; Non = 0";100;Medium;Periodic;Chaque element reference dans le Dossier Technique porte une information de fin de vie
ARCHITECTURE;B;B;A;Associer les donnees, les flux, les applicatifs et la securite pour permettre leur identification et leur traeabilite;Les aspects securite, accessibilite, et Numerique Responsable sont-ils traites de la meme maniere pour chaque element de l'architecture ?;Les organisations sont structurees pour que la phase d'architecture integre tres tet dans la demarche les aspects de securite. La securite doit etre adressee pour tous elements de l'architecture. La securite n'etant pas le seul domaine qui s'applique de maniere transversale, elle doit etre associee avec les autres sujets : accessibilite et NR. Chaque element de l'architecture doit etre traite avec la meme excellence pour la securite, l'accessibilite et le NR.;Conception;;;;;;;
ARCHITECTURE;C;A;A;Associer les donnees, les flux, les applicatifs et la securite pour permettre leur identification et leur traeabilite;La traeabilite des exigences de securite est-elle garantie ?;La securite des systemes d'information impacte l'activite de l'organisation, le respect et la confiance des utilisateurs. La securite n'est pas un acquis, elle doit etre remise en cause periodiquement et les procedures de suivi, validation doivent etre tracees.;Realisation;;(X / Y ) * 100;"Formalises = 100 ; prevus = 75 ; Identifies = 50 ; Non = 0";100;Low;OnUpdate;Backlog
ARCHITECTURE;B;A;B;Anticiper les impacts sur la production;L'utilisation du service exclut-elle certaines configurations logicielles ou materielles ?;Lorsque la conception d'un service augmente les exigences techniques des environnements sur lesquels il est apte e fonctionner, que ce soit cete serveur ou peripheriques utilisateurs, cela entraene au mieux un nouveau dimensionnement de ces composants materiels, au pire la necessite de les remplacer par une gamme plus puissante. Dans tous les cas, cela genere un impact environnemental fort sans parler du fait que cela ecarte certains utilisateurs qui ne disposent pas des materiels.;Utilisation;;;;;;;
ARCHITECTURE;A;B;B;Anticiper les impacts sur la production;L'utilisation du service permet-elle d'envisager des configurations logicielles ou materielles moins impactantes pour l'environnement ?;L'escalade technologique au detriment de l'environnement n'est pas soutenable. La phase d'architecture doit prendre en consideration la maniere de remplir les fonctionnalites en limitant les impacts de la technologie.;Deploiement;;;;;;;
ARCHITECTURE;A;B;B;Anticiper les impacts sur la production;La valeur ajoutee du framework justifie-t-elle l'alourdissement de l'applicatif ?;Les alternatives entre des solutions developpees en interne et l'utilisation de frameworks doivent prendre en consideration les aspects Numerique Responsable. Les frameworks fournissent plus de fonctionnalites que necessaire pour le projet et integrent des composants et des dependances pour remplir la totalite des fonctionnalites offertes. Le rapport entre les fonctionnalites apportees par le framework et celles reellement recherchees est critique. Le choix du framework doit aussi permettre de restreindre son perimetre fonctionnel aux seuls elements indispensables pour le service.e;Acquisition;;(X / Y ) * 100;"Formalises = 100 ; prevus = 75 ; Identifies = 50 ; Non = 0";100;High;OnUpdate;Le dossier technique analyse les impacts des choix de framework ou bibliotheques externes, ainsi que les capacites d'evolution de ces elements vis e vis de leurs impacts environnementaux
ARCHITECTURE;B;B;B;Anticiper les impacts sur la production;La frequence d'utilisation de la fonctionnalite l'oblige-t-elle e etre disponible en permanence ou peut-elle etre mise e jour en arriere-plan (batch) ?;Surpasser les attentes peut conduire e proposer des solutions proches du temps reel, en fournissant au plus vite et le plus souvent possible le resultat d'une operation. Les utilisateurs ou les clients, au sens technique, n'ont que tres rarement besoin de cette solution, voire sont submerges par des informations plus rapidement qu'ils ne peuvent ou souhaitent les assimiler. Reduire le nombre d'operations instantanees et gerer les temps entre ces operations en les traitant en arriere plan reduit les charges du service.e;Deploiement;;(X / Y ) * 100;"Formalises = 100 ; prevus = 75 ; Identifies = 50 ; Non = 0";100;Low;OnUpdate;Dossier technique
ARCHITECTURE;B;A;A;Anticiper les impacts sur la production;L'application est-elle rapide e se lancer / e s'arreter ?;La performance technique est souvent un indicateur de performance environnementale. Plus un service est leger (volume d'echange, traitements) plus il se lance rapidement et moins il consomme de ressources.;Utilisation;;;;;;;
ARCHITECTURE;A;A;A;Anticiper les impacts sur la production;Est-ce qu'une optimisation des algorithmes et des traitements est realisee dans l'application ?;Certains traitements sont systematiquement declenches, meme si unitairement ils ne sont pas tres impactants, leur nombre d'occurrence va impacter l'empreinte globale. En travaillant au niveau de l'algorithme de chaque traitement, cette optimisation est possible.;Realisation;;(X / Y ) * 100;"Formalises = 100 ; prevus = 75 ; Identifies = 50 ; Non = 0";100;High;OnUpdate;Un audit de performance est systematiquement mis en oeuvre lors des deploiements en production
ARCHITECTURE;B;B;A;Anticiper les impacts sur la production;La capacite d'evolution / modification de l'application est-elle etudiee ?;Le Numerique Responsable est une demarche d'amelioration continue qui doit permettre de faire progresser la reduction des impacts.;Maintenance;;(X / Y ) * 100;"Formalises = 100 ; prevus = 75 ; Identifies = 50 ; Non = 0";100;Low;OnUpdate;Backlog
ARCHITECTURE;B;A;A;Anticiper les impacts sur la production;Un langage compile est-il utilise pour des aspects performance et/ou securite ?;"Le type de langage utilise introduit soit une proximite vers les processeurs (CPU), c'est le cas des langages compiles, soit vers les hommes, c'est le cas des langages interpretes (PHP, JavaScript, ...). La proximite des ordres machine augmente la performance technique mais rend la production logicielle plus lourde (phases de compilation, edition de liens). La proximite ""humaine"" facilite les developpements mais aussi les malversations (piratages) et demande aux systemes un effort supplementaire pour traduire ""e la demande"" les lignes de programme en code machine, avec l'aide d'un interpreteur.";Realisation;;;;;;;
ARCHITECTURE;B;A;B;Anticiper les impacts sur la production;Les elements de reference sont-ils connus, tenus e jour, et mis e disposition de l'ensemble de l'equipe projet ?;L'utilisation de references stables est indispensable pour conserver une demarche coherente;Maintenance;;;;;;;
ARCHITECTURE;C;B;B;Anticiper les impacts sur la production;L'etat des lieux des donnees d'entree est-il mis e disposition afin d'etre reutilise dans d'autres projets?;Les principes NR sont stables et les bonnes pratiques deployees sont directement utilisables dans d'autres contextes projet, d'autant plus que les projets au sein d'une organisation ont beaucoup de similarites que ce soit dans les methodes, les objectifs, les perimetres fonctionnels. Dans la phase de specification, collecter, preparer et produire ces elements est un gage d'efficacite et de fiabilite pour augmenter la maturite de l'organisation dans ses pratiques NR.;Revalorisation;;;;;;;
ARCHITECTURE;C;A;B;Anticiper les impacts sur la production;Les fonctionnalites liees aux traitements de donnees reglementees (sante, bancaire, ...) sont-elles validees en terme d'interoperabilite ?;La pratique des professionnels des domaines reglementes est guidee par la securite des donnees et par la reduction de l'impact d'utilisation du service.e;Realisation;;;;;;;
ARCHITECTURE;C;B;B;Anticiper les impacts sur la production;L'implementation de nouveaux services lies e des donnees reglementees est-elle necessaire et, le cas echeant, s'appuie-t-elle sur le socle des services disponibles ?;Les services doivent prendre en compte les elements reglementaires et reutiliser le maximum d'elements habituels de ces types de services consolides sous forme d'un socle de service.e;Conception;;;;;;;
ARCHITECTURE;B;B;A;Anticiper les impacts sur la production;Est il prevu des reunions pour que le cellule urbanisation evalue les evolutions du SI au regard de la conception, evolution mise en place ?e;Les enjeux NR ne sont jamais etablis definitivement et doivent faire l'objet d'un suivi periodique;Maintenance;;;;;;;
ARCHITECTURE;B;B;A;Definir les objectifs NR du projet et leur adequation dans le contexte operationnel;Le schema directeur de l'organisation propose-t-il des objectifs et actions Numerique Responsable qui vont influencer le design d'architecture ou les solutions d'urbanisation ? En l'absence de ces elements, une pre-etude doit etre conduite pour definir les objectifs generaux.;L'integration du Numerique Responsable dans la strategie de l'entreprise est indispensable pour que ce concept soit propage dans toutes les fonctions de l'organisation. En l'absence de cette strategie globale, seule une pre-etude permet de positionner les objectifs generaux et de determiner les leviers d'actions qui seront mis en oeuvre.;N/A;;;;;;;
ARCHITECTURE;A;B;A;Definir les objectifs NR du projet et leur adequation dans le contexte operationnel;Les objectifs NR sont-ils qualifies ? Une grille des objectifs du projet au regard des objectifs ODD existe-t-elle ?e;L'adhesion aux ODD et aux principes NR doit etre verifiee pour situer la distance parcourue et restante par rapport aux objectifs. La qualification des objectifs sous forme d'indicateurs est une operation prealable indispensable;N/A;;;;;;;
ARCHITECTURE;B;B;B;Definir les objectifs NR du projet et leur adequation dans le contexte operationnel;L'ensemble des equipements techniques utilises par le service sont-ils identifies?;La conception, le developpement, les tests, la production, la gestion de disponibilite sont des etapes qui vont utiliser des ressources techniques. Chacune de ces ressources doit etre identifiee et ses caracteristiques repertoriees.e;Acquisition;INCONTOURNABLE;(X / Y ) * 100;"Formalises = 100 ; prevus = 75 ; Identifies = 50 ; Non = 0";100;High;OnUpdate;Une gestion de configuration est mise en place
ARCHITECTURE;B;C;B;Definir les objectifs NR du projet et leur adequation dans le contexte operationnel;Pour chaque equipement, les caracteristiques sont-elles disponibles ? (Anciennete, donnees de performances environnementales, ...);La position de l'equipement dans son cycle de vie et son impact environnemental doivent etre connus pour utiliser au mieux les equipements disponibles.;Acquisition;;;;;High;Periodic;Gestion de configuration
ARCHITECTURE;B;B;B;Definir les objectifs NR du projet et leur adequation dans le contexte operationnel;Chaque fonction du service est-elle apprehendee en regard de son importance dans le service ?;Les fonctionnalites les plus importantes sont parfois moins consommatrices de ressources que des fonctions marginales ce qui n'a pas de sens dans une demarche NR coherente.;Conception;;;;;High;OnUpdate;Analyse d'impact
ARCHITECTURE;B;C;B;Definir les objectifs NR du projet et leur adequation dans le contexte operationnel;Les fonctions secondaires ont-elles aussi un impact moindre sur l'impact environnemental ?;La coherence NR pousse e s'assurer que les fonctions secondaires n'ont pas un impact environnemental plus important que les fonctions principales, les specifications doivent clairement identifier les fonctions principales et secondaires et leur impact du point de vue NRe;Conception;;;;;;;
ARCHITECTURE;B;B;B;Definir les objectifs NR du projet et leur adequation dans le contexte operationnel;Chacune des phases du cycle de vie (Demarrage, maturite, arret) sont-elles identifiees avec des actions specifiques ?;La demarche ACV est une base de la prise en compte du NR dans la conception des services numeriques, elle permet d'associer des actions e chaque etape du cycle de vie.;Maintenance;;;;;;;
ARCHITECTURE;A;B;A;Definir les objectifs NR du projet et leur adequation dans le contexte operationnel;Les donnees ACV sont-elles reutilisees dans le cas d'une adaptation d'un service existant ?;Les analyses ACV peuvent etre realisees sur des services existants afin de les rendre plus efficaces dans le cas d'une refonte ou adaptation d'un service existant;Revalorisation;;(X / Y ) * 100;"Oui = 100 ; Partiel = 50 ; Non = 0";100;Low;OnUpdate;"Une ACV minimale (""screening"") est disponible pour le service existant"
ARCHITECTURE;A;B;A;Definir les objectifs NR du projet et leur adequation dans le contexte operationnel;La duree du support du service numerique est-elle suffisante pour minimiser le renouvellement des equipements ?;Les besoins d'adaptation des materiels aux services en exploitation peuvent etre une source d'impact environnemental important.;Fin de Vie;;;;;;;
ARCHITECTURE;B;A;A;Definir les objectifs NR du projet et leur adequation dans le contexte operationnel;La production documentaire est-elle recherchee/revue/exploitee en amont de la demarche et produite en aval pour etre re-utilisee dans les projets suivants ?;D'une part, dans une organisation les projets presentent beaucoup de similitudes, d'autre part les aspects NR adresses dans les projets sont souvent du meme ordre. Afin de capitaliser sur ces elements et beneficier des efforts produits, il est necessaire de s'appuyer sur un socle de connaissances stables. Toutefois la maturite d'une organisation d'un point de vue NR est amenee e progresser, il faut donc que les etapes documentees puissent aussi suivre ces evolutions et participer activement e cet accroissement de maturite.e;Revalorisation;;;;;;;
ARCHITECTURE;A;A;A;Integrer les equipes dans le projet;Chaque partie-prenante a-t-elle la latitude de prendre des decisions pouvant influer sur l'impact environnemental ?;Les decisions projets qui peuvent avoir un impact important sur l'environnement doivent pouvoir etre prises rapidement. Pour cela il est indispensable de definir l'espace de decision de chaque acteur et les mecanismes de validation. En l'absence de cette clarification, des decisions erratiques, meme pour de bonnes raisons, pourraient intervenir et decredibiliser la demarche NR, ou entraener une forme d'auto-censure limitant les benefices NR;N/A;;;;;;;
ARCHITECTURE;B;A;A;Integrer les equipes dans le projet;Les aspects Numerique Responsable sont-ils propages et entretenus sur l'ensemble des acteurs ?;Les definitions projet peuvent evoluer au fil du temps. Ces evolutions doivent systematiquement prendre en compte les aspects NR. Les adaptations sont le plus souvent le fait des metiers ou d'imperatifs techniques. Les impacts environnementaux doivent pouvoir aussi avoir cette latitude avec des chemins de validation pre-definis.;N/A;;;;;;;
ARCHITECTURE;B;A;A;Integrer les equipes dans le projet;Les objectifs Numerique Responsable sont-ils qualifies pour chaque type de public dans le design d'architecture ?;Pour exprimer clairement les objectifs NR dans chacune des etapes de conception d'architecture il est indispensable de situer les profils cibles et de leur associer des objectifs NR precis.;N/A;;;;;Low;Once;Plan de formation
