Original family;Planet;People;Prosperity;RECOMMENDATION;Criteria;Justifications;Stage life cycle;inescapable;Indicators;X;Y;Priority;Recurrence;USE CASE;ID
Contents;C;A;B;Link between content and uses;Are the data collected and exhibited users clearly identified as personal and / or sensitive data when this is the case?;The notion of personal data is the subject of a legale definition, which is not always known by the users and therefore the rules associated with the protection of personal data can be ignored. To ensure that the user has the right level of information, it is important that the personal character data and even more sensitive data are clearly identified as such.;Use;;(X / y) * 100;Personal data information;Personal data;High;Onupdate;RGPD lias;ARCH-3.C01
Contents;B;B;B;Link between content and uses;Can the user customize the frequency and perimeter of diffuse content?;Digital services may need to keep contact with their users, most often through automatic communications (for example newsletter). These mass broadcasts generate environmental requirements for creating these contents, dissemination, consultation or storage (voluntary or not) by the user. The volume of communication must be able to be ruled by the user, as well as the perimeter of the content to correspond to his expectations only. The regulation imposes explicit acceptance (opt-in) to receive this type of communications;Use;;(X / y) * 100;"Formalises = 100; planned = 75; Identifies = 50; No = 0";100;Low;Onupdate;Users;ARCH-3.C02
Contents;A;C;A;Link between content and uses;Are documents e downloading compresses, optimized and accessible?;The documents available for the user in the service must be compressed to reduce the impacts related to the transfers of these data.;Deployment;UNAVOIDABLE;(X / y) * 100;Compresses;Available documents;High;Onupdate;Navigation / User Travel Tests cover downloads, browse development tools make it possible to track data volumes (eg Chrome - Network);ARCH-4
Contents;B;C;B;Link between content and uses;In the case of a long PDF type document, is it possible to download chapter by chapter?;Large documents are rarely used by users or at least one time. In order to reduce both the exchange volumes and the volume of storage on the user peripheral, a long document must be able to be segmented to be loaded in smaller segments than the user will go for it if it feels the necessary.;Deployment;;;;;;;;ARCH-4.01
ARCHITECTURE;;;;Apply an approach that guarantees the NR aspects;;;;;;;;;;;ARCH-4.C01
ARCHITECTURE;B;B;A;Apply an approach that guarantees the NR aspects;"Can each component be tested for ""non-regression"" at the functional level?";Coverage of functional tests and quality earned by taking into account all test cases makes it possible to reliable development, to avoid inefficient software operations that consume technical resources without making the functionality and generate multiple updates. User dissatisfaction is the frustration of development teams that need to treat non-quality without being able to progress in their trades.;Production;;;;;Medium;Onupdate;Continuous integration;ARCH-4.02
ARCHITECTURE;B;A;A;Apply an approach that guarantees the NR aspects;Is a BDD (BEHAVIOUR DRIVEN DEVELOPMENT) move to control the achievement by the use?;The uses identified and enterines make it possible to limit the realizations of cases concretely expected by the users. The selection of uses must, however, be consistent with the actual uses, and not to be extrapolated compared to the interpretations of the technical teams.;Production;;;;;;;;ARCH-4.C02
ARCHITECTURE;B;A;A;Apply an approach that guarantees the NR aspects;Will the automation of compilation, test, integration and deployment techniques exist in the continuous integration workflow? E;The reliability of the production process can reduce the Impacts Lies E of re-deliveries Suite E errors and allows you to deliver codes that perform their functions. Resource consumption for an erroneous result being considered as a unnecessary waste of resources.;Deployment;;;;;;;;ARCH-5
ARCHITECTURE;;;;Anticipate the operation of services;;;;;;;;;;;ARCH-5.01
ARCHITECTURE;B;C;B;Anticipate the operation of services;Do probes exist to measure in production the real consumption of the code and allow a dimensioning to the fairest? E;In the absence of reliable metrics, the sizing of physical components is based on estimates that may not be adapted to acts of real uses. These metrics must then be exploited according to 2 principles: adjusting the sizes, and identify overconsumption that must systematically be reviewed to treat them.;Administration;;;;;High;Perioric;Configuration Management;ARCH-5.C01
ARCHITECTURE;A;C;B;Anticipate the operation of services;Is the applications' accommodation densify?;The adaptation of technical resources and their uses must be followed by the sum of the virtual resources allocated and consumes by the applications. Some technologies (virtualization) allow you to allocate multiple virtual components on the same physical component to increase the density of accommodation solutions.;Deployment;;(X / y) * 100;"Formalises = 100; planned = 75; Identifies = 50; No = 0";100;Medium;Onupdate;The technical file identifies the needs of technical resources and the optimization solutions of these resources (virtualization, container, ...);ARCH-5.02
ARCHITECTURE;A;B;A;Anticipate the operation of services;Do the environments other than production (Dev, Qa, ...) are erected or dismissed outside the usage ranges (at night, outside test periods)?;Apart from production, which can have a 24/7 availability requirement, other environments (tests, integration, recipe) are most often linked by the restricted hourly operations, or even limited periods. When environments are not used, they should not be active in order to reduce the energetic consumption of these configurations. They must be decommissioned when no subsequent use is envisaged over a long period.;Administration;UNAVOIDABLE;(X / y) * 100;"Formalises = 100; planned = 75; Identifies = 50; No = 0";100;Low;Perioric;The technical file of the equipment takes into account the operating periods and the extinguishing / cancellation rules.;ARCH-5.C02
ARCHITECTURE;A;B;A;Anticipate the operation of services;Does unsolicited production environments outside of charge peaks are erected or decommissioned?;Service Securizations implement load distribution solutions. Environments are dimensional compared to the estimated peaks of use, most often seasonal. These server replications when they remain active take charges while a smaller environment would be perfectly able to process the integrality of the traffic. The lower the number of server instances, the lower the environmental impact. On-line remand from a uncomplex and perfectly complex operation, there is no benefit to maintain server images 11 months a year, if the peak load is really presented only for 1 month.;Administration;;(X / y) * 100;"Formalises = 100; planned = 75; Identifies = 50; No = 0";100;High;Perioric;Configuration management makes it possible to specify the provisional / provisioning rules according to thresholds;ARCH-5.C03
ARCHITECTURE;B;B;A;Anticipate the operation of services;Are the definitions of the SLA and QoS for each of the functions of the application architecture specifies in accordance with the shared uses?;The state of the art of IT tends to make all components of the same way and to be excellence in the fields of availability and quality of service. The food needs could in some cases or for certain functionalities to be satisfied with more slight constraints. When the trades and uses are not consulted, the IT is secured by the expectations rather than taking the risk of being involved.;Deployment;;(X / y) * 100;"Formalises = 100; planned = 75; Identifies = 50; No = 0";100;High;Ounce;Project;ARCH-5.C04
ARCHITECTURE;A;B;A;Anticipate the operation of services;Does digital service remain effective throughout its effective life?;The technical evolutions and corrections of anomalies are numerous during the duration of use of a digital service, it must be able to remain functional without necessaricing new more resource-greedy facilities.;Deployment;;(X / y) * 100;"Formalises = 100; planned = 75; Identifies = 50; No = 0";100;High;Ounce;Project;ARCH-6
ARCHITECTURE;;;;GE DATA LIFE;;;;;;;;;;;ARCH-6.01
ARCHITECTURE;B;B;B;GE DATA LIFE;Is the legal constraints linked to the persistence of the data have been analyzed and the rules and delays of oblivion specified? Has the duration of life of the data been the subject of a thorough study? Has Legal Durees been analyzed?;The regulation imposes on maetrerize the life cycle for certain categories (personal data frames by the RGPD), the other categories of data are not taken into account, which leads to accumulating the data without taking into account the delays of deemption , which introduces a permanent increase in volumes of data, volumes of safeguards, resources consumed by access to data. Over time, the level of precision of the data loses its importance which must drive e reduce the volume in the preceding phase the pure and simple withdrawal.;End of life;;(X / y) * 100;"Formalises = 100; planned = 75; Identifies = 50; No = 0";100;High;Perioric;Risk analysis;ARCH-6.02
ARCHITECTURE;A;B;A;GE DATA LIFE;Does the stratum stratgie minimizes infrastructure or duplication of data in relation to their criticality?;The volume occupies by a data is impacting for the energetic consumption of the storage medium, by the space occupies on the physical media that are added as and during the fillers, by the consumption of resources of manipulation of the data, by the Backup games, securizing elements and duplications. All the levers active on one of these aspects reduce the environmental impact of the indispensable data to the service.;Deployment;;(X / y) * 100;"Formalises = 100; planned = 75; Identifies = 50; No = 0";100;High;Ounce;The technical folder determines the sensitizes of data and the redundancy mode to apply to ensure the required availability;ARCH-6.C01
ARCHITECTURE;C;A;B;GE DATA LIFE;Are non-production data anonymized and the volume reduced to obtain a sample representing production?;The precision and conciseness of the test game data makes it possible to reduce the impacts of the development phases, Test / Q & A with reduced volume. And on the other hand to validate the definition and coverage of the test cases which participates in the final quality of the software. The test data is visible, manipulated out of the security security constraints, so they are less well secured and must in no way be a source of information leak that could lead to the actual users of the service.;Deployment;;(X / y) * 100;"Formalises = 100; planned = 75; Identifies = 50; No = 0";100;Low;Perioric;Technical file;ARCH-6.03
ARCHITECTURE;B;B;B;GE DATA LIFE;Is the discounting frequency of the data determined in relation to the expectations of the users? E;Reel's complex data day update implements heavy processes, these operations must be adapted to the needs of users. If they can be deported to reduced load moments, the consumption of technical resources will be reduced.;Use;;;;;;;;ARCH-6.C02
ARCHITECTURE;B;A;A;GE DATA LIFE;RGPD (or local framework in other countries: Privacy Act) with providers clearly defined?;Regulation imposes knowledge affirmed by all providers in contact with personal data. Data out of the RGPD frame are not subject to this relahing. The indispensable data to the functioning of a digital service are all important to the human or business point of view. The RGPD practice proves itself for a category of data, the generalization of the principle E all the data makes it possible to increase the coherence of treatment of all the heritage of an organization;Use;;;;;;;;ARCH-7
ARCHITECTURE;;;;Control and measure impacts;;;;;;;;;;;ARCH-7.C01
ARCHITECTURE;A;B;A;Control and measure impacts;Does a model connecting CPU / RAM / disk resources and physical indicators (electrical consumption, water, ...) is used?;Each physical element generates an impact, whether it is energetic or on the consumption of natural resources. Some indicators are established and must serve as a basis for impact assessment.;Administration;;(X / y) * 100;"Formalises = 100; planned = 75; Identifies = 50; No = 0";100;High;Perioric;Production monitoring implements indicators of use of technical resources;ARCH-7.01
ARCHITECTURE;A;B;A;Control and measure impacts;Are all the technical components evaluated according to the eco-responsible criteria?;?;Acquisition;;;;;;;;ARCH-7.02
ARCHITECTURE;A;B;A;Control and measure impacts;Did Impact Measures of Digital Services been put in place on the Service?;Each physical element or software generates an impact, whether it is energetic or on the consumption of natural resources. Some indicators are established and must serve as a basis for impact assessment.;Administration;;(X / y) * 100;"Formalises = 100; planned = 75; Identifies = 50; No = 0";100;Medium;Perioric;Impact Analysis Determne Impact Reduction Shares with Conquered Stakeholders;ARCH-7.C02
ARCHITECTURE;A;C;B;Control and measure impacts;What data is consolidated to establish environmental performance?;The reliability and the relevance of the indicators are based on the validity of the entry data. It is important to ensure this validity before embarking on the operation of environmental performance data.;Administration;;;;;;;;ARCH-7.03
ARCHITECTURE;;;;LIMIT VOLUMETRIES IN THE EXCHANGES;;;;;;;;;;;ARCH-8
ARCHITECTURE;B;B;B;LIMIT VOLUMETRIES IN THE EXCHANGES;What is the efficiency of my exchange protocol between the content and the containing;The distribution of treatments on different and remote hardware imposes transfer mechanisms that can be both frequent and voluminous. The environmental gains on these points can be treated by reducing the volume of data exchanged. Data cuts require computing resources that can make these operations ineffective or pests.;Acquisition;;;;;High;Onupdate;Performance audit;ARCH-8.C01
ARCHITECTURE;B;B;B;LIMIT VOLUMETRIES IN THE EXCHANGES;Are the communication protocols implemented with respect to the right-time / data ratio?;"The environmental gains on distributed architectures can be treated by having an effective relationship between the encapsulating data of the exchange protocol and the ""payload"": payload. The encapsulations of the protocols require calculation resources that can introduce an important overcoet.";Acquisition;;;;;;;;ARCH-8.C02
ARCHITECTURE;C;B;B;LIMIT VOLUMETRIES IN THE EXCHANGES;Is the chosen communication protocol located in the ascending, stable or descending phase of its use by performance, security, legal obligations?;Technological Advances are increasingly taking into account NR aspects. The more the technical project providing the communication protocols is progress further it will be likely that the environmental aspects are integrated natively.;Acquisition;;;;;Medium;Onupdate;Risk analysis;ARCH-8.01
ARCHITECTURE;A;C;B;LIMIT VOLUMETRIES IN THE EXCHANGES;Are the network alternatives evolved by the consumption of energy?;"The ARCEP report (October 2019 - The Digital Carbon Footprint) classifies GHG consumption by types of networks. The wired or fiber networks are at least 3 times more economical in energy than wireless networks. The 4G being one of the most energivorous consumer. On the wireless networks, the consumption is very closely linked to the volume of the data, which is less true on the wired networks. From another point of view, the electronic components of ""wireless"" are less robust and can cause more renewal needs. CCES Components Being Integres most often on peripheral mother cards, the failure necessarily requires the replacement of the total of the device.";Production;;;;;;;;ARCH-8.02
ARCHITECTURE;B;A;A;LIMIT VOLUMETRIES IN THE EXCHANGES;The capacity of my system E operates disputes the difficulties of connection is it specifies and accepts by the trades? E;The inequality of access to networks is an important factor that spreads part of the population of the use of digital services.;Production;;;;;;;;ARCH-8.C03
ARCHITECTURE;B;B;B;LIMIT VOLUMETRIES IN THE EXCHANGES;Is an asynchronous communication system?;The introduction of treatment classes, especially in the case of low quality network coverage, spread some users.;Production;;;;;;;;ARCH-8.03
ARCHITECTURE;;;;DEFINE AN __EVOLUTIVE PRODUCTION MODEL;;;;;;;;;;;ARCH-8.04
ARCHITECTURE;B;B;A;LIMIT VOLUMETRIES IN THE EXCHANGES;Is architecture modular? Does it allow to recycle components of Ideveloped for other projects (authentication, data reversals, APIs, etc.)?;Adaptation efforts to environmental constraints and stabilises must be able to benefit all the projects of the organization. Capitalize on the best practices deployes is a pledge of environmental and operational efficiency. The modular concept also makes it possible to propagate quickly all the environmental benefits that could be integrated in a component, in the context of monitoring the state of the art and environmental performance.;Revaluation;;(X / y) * 100;"Formalises = 100; planned = 75; Identifies = 50; No = 0";100;High;Onupdate;Project / Dev;ARCH-8.C04
ARCHITECTURE;B;B;A;LIMIT VOLUMETRIES IN THE EXCHANGES;Is architecture granular and interfaces are coherent to respect the independence of each entity;The ability to carry out assemblies to cover all functionalities using elements that have been the subject of adaptations to reduce the impacts from the NR point of view is an effective solution.;Revaluation;;(X / y) * 100;"Formalises = 100; planned = 75; Identifies = 50; No = 0";100;Medium;Onupdate;Project / Dev;ARCH-8.C05
ARCHITECTURE;B;A;A;LIMIT VOLUMETRIES IN THE EXCHANGES;The capacity of my network E adapt over time is the subject of a specific study? E;Technical advances and progress in energy consumption of networks must be able to quickly be implemented without generating heavy redesign of the service software design.;Administration;;;;;;;;ARCH-8.C06
ARCHITECTURE;A;B;B;LIMIT VOLUMETRIES IN THE EXCHANGES;Is a cache set up between the different components of the if to limit the exchanges on the network, when the nature of the data allows it?;The reduction of trade volumes, calculation operations, treatments, and access to data is an axis of optimization of resource consumption. The setting up of cache systems can reduce the parts of the repetitive operations. Cache mechanisms can be deployed different points of passage in a service. The closer the cache is to be used, the more the volume of transit data and the length of the path borrowed by the data is weak. The closer the cache is close to the data source, the more mutualized it can be mutualized by a significant number of users, but the data will be exchanged, only the processing operations and collection will be reduced.;Use;;(X / y) * 100;"Formalises = 100; planned = 75; Identifies = 50; No = 0";100;High;Onupdate;The technical folder identifies caches and cache strategy used for each type of stream. Covers (purge / disabled) management tools are used to validate actual performance (eg Chrome: Console / Network Enable - Disable Cache);ARCH-8.C07
ARCHITECTURE;A;A;A;LIMIT VOLUMETRIES IN THE EXCHANGES;Does the selection of suppliers take into account the responsible and CSR digital aspects in the same way as the solvability data?;The qualification of suppliers relies on rules of decisions that make it possible to rule on the perennial of the relationship. Among these rules must appear in NR elements. These NR aspects must have a significant impact in the supplier's solvability assessment.;Acquisition;;;;;;;;ARCH-8.C08
ARCHITECTURE;;;;Associate data, flows, applications and safety to allow their identification and relaxation;;;;;;;;;;;ARCH-8.C09
ARCHITECTURE;A;B;B;Associate data, flows, applications and safety to allow their identification and relaxation;Did the frugalite of data been integrated?;The reduction of volumery, including data, reduces the impact from the NR point of view;Design;;;;;;;;ARCH-9
ARCHITECTURE;A;B;B;Associate data, flows, applications and safety to allow their identification and relaxation;Does the application minimize data to be exchanged with other applications or users with the use of a flow matrix?;In digital service uses, data exchanges are both indispensable but generate significant consumption of resources. The reduction of the minimum strict exchange needs reduces the impact of these exchanges. Only the overall view of flows with their sources, destinations and objectives makes it possible to qualify the necessary and accept the impact of the consumption they generate.;Design;;(X / y) * 100;"Formalises = 100; planned = 75; Identifies = 50; No = 0";100;High;Onupdate;A flow matrix is __formalized;ARCH-9.C01
ARCHITECTURE;B;B;B;Associate data, flows, applications and safety to allow their identification and relaxation;Is every deployment component qualifies from the point of view of his life, and are the processing procedures systematically expressed?;All the resources of a component must be managed and a life of life, a withdrawal process must be put in place. These elements must also take into account the recurring treatments (batch, cron, ..), data and backups. The maintenance or forgetting on systems in the production of inactive components is both a waste of resources, but also a fragility in the security.;End of life;UNAVOIDABLE;(X / y) * 100;"Formalises = 100; planned = 75; Identifies = 50; No = 0";100;Medium;Perioric;Each element references in the technical file carries end-of-life information;ARCH-9.C02
ARCHITECTURE;B;B;A;Associate data, flows, applications and safety to allow their identification and relaxation;Are the security, accessibility, and accountable aspects of the same manner for each element of architecture?;Organizations are structured for the very tet integrated architecture phase in the recipient aspects of security. SECURITY MUST BE DIRECTED FOR ALL ELEMENTS OF ARCHITECTURE. Security that is not the only domain that applies in transversal way, it must be associated with other subjects: accessibility and NR. Each element of architecture must be treated with the same excellence for security, accessibility and NR.;Design;;;;;;;;ARCH-9.01
ARCHITECTURE;C;A;A;Associate data, flows, applications and safety to allow their identification and relaxation;Is the traileability of security requirements guaranteed?;The security system security impacts the organization's activity, respect and trust of users. Security is not an acquis, it must be questioned periodically and monitoring procedures, validation must be trace.;Production;;(X / y) * 100;"Formalises = 100; planned = 75; Identifies = 50; No = 0";100;Low;Onupdate;Backlog;ARCH-9.02
ARCHITECTURE;;;;Anticipate impacts on production;;;;;;;;;;;ARCH-9.03
ARCHITECTURE;B;A;B;Anticipate impacts on production;Does the use of the service exclude certain software configurations or materials?;When the design of a service increases the technical requirements of the environments on which it is able to operate, whether it is this server or peripheral users, this better entered a new dimensioning of these material components, at worst the necessary to replace them by A more powerful range. In any case, this generates a strong environmental impact not to mention the fact that this gives some users who do not have materials.;Use;;;;;;;;ARCH-9.C03
ARCHITECTURE;A;B;B;Anticipate impacts on production;Does the use of the service allow you to consider less impact software or material configurations for the environment?;The technological climbing of the environment is not sustainable. The architecture phase must take into account the way to fulfill the functionalities by limiting the impacts of technology.;Deployment;;;;;;;;ARCH-9.C04
ARCHITECTURE;A;B;B;Anticipate impacts on production;Does the added value of the Framework justifies the increase of the application?;Alternatives between internally developed solutions and the use of frameworks must consider the responsible digital aspects. Frameworks provide more features than necessary for the project and integrate components and outbuildings to complete the total features offered. The relationship between the functionalities made by the framework and those actually searched is critical. The choice of the framework must also allow to restrict its functional perimeter to the indispensable elements for the service.;Acquisition;;(X / y) * 100;"Formalises = 100; planned = 75; Identifies = 50; No = 0";100;High;Onupdate;The technical file analyzes the impacts of the choice of framework or external libraries, as well as the evolution capabilities of these elements visited to their environmental impacts;ARCH-9.04
;;;;;Other lizes or framework more legers and corresponding to the need exist;;;;;;;;;;ARCH-9.C05
ARCHITECTURE;B;B;B;Anticipate impacts on production;Does the frequency of use of functionalite requires it to be available permanently or can it be updated in the background (batch)?;Outuring expectations can lead to solutions close to Reel time, providing as soon as possible as soon as possible the result of an operation. Users or customers, in the technical sense, have only very rarely need this solution, or even submerged by information faster than they can or want to assimilate them. REDUCE THE NUMBER OF INSTANT OPERATIONS AND GE THE TIMES BETWEEN THESE OPERATIONS by treating them in rear plan reduces the loads of the service.e;Deployment;;(X / y) * 100;"Formalises = 100; planned = 75; Identifies = 50; No = 0";100;Low;Onupdate;Technical file;ARCH-9.C06
ARCHITECTURE;B;A;A;Anticipate impacts on production;Is the application fast to start / e stop?;Technical performance is often an environmental performance indicator. The more service is (trade volume, treatments) the more quickly and the less resource is.;Use;;;;;;;;ARCH-10
ARCHITECTURE;A;A;A;Anticipate impacts on production;Is an optimization of algorithms and treatments carried out in the application?;Some treatments are systematically declined, even if unit they are not very impacting, their number of occurrence will impact the overall impression. By working at the algorithm of each treatment, this optimization is possible.;Production;;(X / y) * 100;"Formalises = 100; planned = 75; Identifies = 50; No = 0";100;High;Onupdate;A performance audit is systematically implemented during production deployments;ARCH-10.C01
ARCHITECTURE;B;B;A;Anticipate impacts on production;Is the capability of Evolution / modification of the application studied?;The responsible digital is a continuous improvement opportunity to make it possible to advance impact reduction.;Maintenance;;(X / y) * 100;"Formalises = 100; planned = 75; Identifies = 50; No = 0";100;Low;Onupdate;Backlog;ARCH-10.C02
ARCHITECTURE;B;A;A;Anticipate impacts on production;Is a compile language uses for performance and / or security aspects?;"The type of language uses introduced either a proximity to the processors (CPU) is the case of compile languages __either to men, it is the case for interpreting languages __(PHP, JavaScript, ...). The proximity of the machine orders increases the technical performance but makes the software production more heavy (compilation phases, edition of links). The ""human"" proximity facilitates developments but also malpractices (piracy) and requires the systems an additional effort to translate ""E demand"" the program lines in machine code, with the help of an interpreter.";Production;;;;;;;;ARCH-10.01
ARCHITECTURE;B;A;B;Anticipate impacts on production;Are the reference elements known, kept, and placed by the entire project team?;The use of stable references is essential to maintain a coherent approach;Maintenance;;;;;;;;ARCH-10.C03
ARCHITECTURE;C;B;B;Anticipate impacts on production;Is the inventory of entry data put in order to be reared in other projects?;The NR principles are stable and the best practices are directly usable in other project contexts, especially since projects within an organization have a lot of similarities whether in methods, objectives, functional perimeters . In the specification phase, collect, prepare and produce these elements is a pledge of efficiency and reliability to increase the maturity of the organization in its Practices NR.;Revaluation;;;;;;;;ARCH-10.C04
ARCHITECTURE;C;A;B;Anticipate impacts on production;FUNCTIONALITIES related to regulated data treatments (health, banking, ...) Are they validated in terms of interoperability?;The practice of regulating field professionals is guided by data security and the reduction of the service impact of the service.;Production;;;;;;;;FRT-1
ARCHITECTURE;C;B;B;Anticipate impacts on production;Is the implementation of new linked services of the regulated data necessary and, the case, it relies on the base of the services available?;Services must take into account the Regulatory Elements and maintain the maximum usual elements of these types of consolidated services in the form of a service base.;Design;;;;;;;;FRT-1.01
ARCHITECTURE;B;B;A;Anticipate impacts on production;Is it planned for the urbanization cell evaluate the evolutions of the SI with regard to the design, evolution put in place? E;NR issues are never established definitively and must be monitored periodicly;Maintenance;;;;;;;;FRT-1.C01
ARCHITECTURE;;;;DEFINE the NR objectives of the project and their adequacy in the operational context;;;;;;;;;;;FRT-1.C02
ARCHITECTURE;B;B;A;DEFINE the NR objectives of the project and their adequacy in the operational context;Does the Organization Director Schema propose responsible digital objectives and actions that will influence architecture design or urbanization solutions? In the absence of these elements, a pre-study must be conducted to define the general objectives.;The integration of the numerical responsible in the strategy of the company is essential for this concept to be propagated in all the functions of the organization. In the absence of this global strategy, only a pre-study makes it possible to position the general objectives and to determine the levers of shares that will be implemented.;N / A;;;;;;;;FRT-1.02
ARCHITECTURE;A;B;A;DEFINE the NR objectives of the project and their adequacy in the operational context;Are the NR objectives qualifying? A grid of the objectives of the project with regard to the ODD objectives exists?;SDG adhesion and NR principles should be verified to locate the distance traveled and remaining compared to objectives. The qualification of objectives in the form of indicators is an indispensable preliminary operation;N / A;;;;;;;;FRT-1.C03
ARCHITECTURE;B;B;B;DEFINE the NR objectives of the project and their adequacy in the operational context;Are all the technical equipment used by the service identified?;Design, development, testing, production, availability management are stages that will use technical resources. Each of these resources must be identified and its characteristics repertorieues.e;Acquisition;UNAVOIDABLE;(X / y) * 100;"Formalises = 100; planned = 75; Identifies = 50; No = 0";100;High;Onupdate;Configuration management is set up;FRT-1.03
ARCHITECTURE;B;C;B;DEFINE the NR objectives of the project and their adequacy in the operational context;For each equipment, are the characteristics available? (Seniority, environmental performance data, ...);The position of equipment in its life cycle and its environmental impact must be known to best use available equipment.;Acquisition;;;;;High;Perioric;Configuration Management;FRT-1.C04
ARCHITECTURE;B;B;B;DEFINE the NR objectives of the project and their adequacy in the operational context;Is each function of the service apprehende with regard to its importance in the service?;The most important functionalities are sometimes less resource-consuming than marginal functions which does not make sense in a coherent NR approach.;Design;;;;;High;Onupdate;Impact analysis;FRT-2
ARCHITECTURE;B;C;B;DEFINE the NR objectives of the project and their adequacy in the operational context;Do secondary functions also have a lower impact on the environmental impact?;The coherence nr pushes E ensure that the secondary functions do not have a greater environmental impact than the main functions, the specifications must clearly identify the main and secondary functions and their impact from the NRE point of view;Design;;;;;;;;FRT-2.C01
ARCHITECTURE;B;B;B;DEFINE the NR objectives of the project and their adequacy in the operational context;Are each phases of the life cycle (starting, maturite, stop) identifies with specific actions?;The ACV approach is a basis for taking into account the NR in the design of digital services, it makes it possible to associate equities e each stage of the life cycle.;Maintenance;;;;;;;;FRT-2.C02
ARCHITECTURE;A;B;A;DEFINE the NR objectives of the project and their adequacy in the operational context;Are ACV data reutilized in the case of an adaptation of an existing service?;ACV analyzes can be carried out on existing services to make them more efficient in the case of an overhaul or adaptation of an existing service;Revaluation;;(X / y) * 100;"YES = 100; Partial = 50; No = 0";100;Low;Onupdate;"A minimal ACV (""screening"") is available for the existing service";FRT-2.C03
ARCHITECTURE;A;B;A;DEFINE the NR objectives of the project and their adequacy in the operational context;Is the duration of digital service support sufficient to minimize the renewal of equipment?;The adaptation needs of materials to operating services can be an important environmental impact.;End of life;;;;;;;;FRT-2.01
ARCHITECTURE;B;A;A;DEFINE the NR objectives of the project and their adequacy in the operational context;Is the documentary production searched / reviewed upstream of the approach and produced downstream to be re-used in the following projects?;On the one hand, in an organization the projects present many similarities, on the other hand the NR aspects addresses in the projects are often of the same order. In order to capitalize on these elements and benefit from the efforts produced, it is necessary to rely on a stable knowledge base. However, the maturity of an organization from an NR point of view is to progress, so the documents must also follow these evolutions and actively participate in this increase in maturite.e;Revaluation;;;;;;;;FRT-3
ARCHITECTURE;;;;Integrate the teams in the project;;;;;;;;;;;FRT-3.01
ARCHITECTURE;A;A;A;Integrate the teams in the project;Does each Party have the latitude of taking decisions that can affect the environmental impact?;Project decisions that can have a significant impact on the environment must be taken quickly. For this it is essential to define the decision space of each actor and the validation mechanisms. In the absence of this clarification, erratic decisions, even for good reasons, could intervene and decreeize the NR approach, or cause a form of self-censorship limiting the NR benefits;N / A;;;;;;;;FRT-3.02
ARCHITECTURE;B;A;A;Integrate the teams in the project;Are the responsible digital aspects are spread and maintained on all the actors?;Project definitions can evolve over time. These evolutions must systematically take into account the NR aspects. Adaptations are most often because of the trades or technical impeators. Environmental impacts must also be able to have this latitude with pre-defined validation paths.;N / A;;;;;;;;FRT-3.03
ARCHITECTURE;B;A;A;Integrate the teams in the project;Are the responsible digital goals qualifying for each type of public in architectural design?;To clearly express the NR objectives in each of the architectural design steps it is essential to situate the target profiles and associate them with the preceding NR objectives.;N / A;;;;;Low;Ounce;Training plan;FRT-3.C01
ARCHITECTURE;B;B;B;Integrate the teams in the project;Does the architect have a relent in the continuation of the product? Is it associated with the phases of presentation, evangelization, build and run of the product implemented?;Each project project must focus on taking into account the most comprehensive coverage of the product cycle.;Deployment;;;;;;;;FRT-3.04
ARCHITECTURE;B;A;A;Integrate the teams in the project;Does the animation of the project team integrate a responsible digital dimension?;The consideration of the NR aspects made at the start of the design can be followed but in an iterative mode it is possible to spread gradually. The reviews of respect NR are essential to maintain the coherence of the project.;Maintenance;;;;;;;;FRT-3.05
Frontent;;;;Validate the perimeter and the functional coverage of the project;;;;;;;;;;;FRT-3.06
Frontent;A;A;A;Validate the perimeter and the functional coverage of the project;Are the proposed functions in connection with a use?;From each functionality there is code, exchanges, data. If certain functions do not correspond to a real need, resources are wasted in vain.;Use;;(X / y) * 100;Valid features;Functionalities;High;Onupdate;Analytics / probes solutions are implemented and optimized to validate the uses of functionalites;FRT-3.C02
Frontent;B;B;B;Validate the perimeter and the functional coverage of the project;Is each function of the service apprehende with regard to its importance in the service?;The most resource-greedy functions are not always the most useful functions, it is acceptable to consume resources for critical, but more damaging elements when it is for minor things.;Use;;;;;;;;FRT-3.07
Frontent;B;B;B;Validate the perimeter and the functional coverage of the project;Do secondary functions also have a lower impact on the environmental impact?;The coherence Nr is making sure that the secondary functions do not have a greater environmental impact than the main functions. Development phases must clearly identify the main and secondary functions and their impact from the NR point of view.;Use;;;;;;;;FRT-3.C03
Frontent;C;B;A;Validate the perimeter and the functional coverage of the project;Do you use eProuven development standards?;The best development standards cover a large part of the NR expectations on the aspects of reliability, reutilization, validation of product codes, as well as used by different categories of audiences. The adoption and compliance with these standards gives a solid foundation to build by applying NR boards that are out of the perimeter of these methods and tools.;Production;;(X / y) * 100;"Formalises = 100; planned = 75; Identifies = 50; No = 0";100;High;Perioric;Development;FRT-3.C04
Frontent;C;B;A;Validate the perimeter and the functional coverage of the project;Is a quality methodology in place?;The quality of the product software has a direct impact on the NR aspects. The defects entail multiple deliveries of new successive versions, the anomalies gain traces of traces of important anomalies, and more functionalities more consumer technical resources, sometimes for a result not achieved, so resources have been wasted to produce any results.;Production;;;;;;;;FRT-3.C05
